common_name,scientific_name,country,habitat
,Acacia validinervia,Australia,desert
,Acacia venulosa,Australia,
,Acacia verniciflua,Australia,water; forest
,Acacia verricula,Australia,
Prickly Moses,Acacia verticillata,Australia,
,Acacia vestita,Australia,
bramble acacia,Acacia victoriae,Australia,desert
,Acacia viscidula,Australia,
,Acacia webbii,Australia,
,Acacia wetarensis,Indonesia,
,Acacia whibleyana,Australia,
,Acacia wickhamii,Australia,
,Acacia wilhelmiana,Australia,
,Acacia williamsiana,Australia,
,Acacia wiseana,Australia,desert
,Acacia wollarensis,Australia,
,Acacia yalwalensis,Australia,
,Acacia yirrkallensis,Australia,
,Acaciella villosa,Jamaica,
,Acaena alpina,Argentina,
,Acaena alpina,Chile,
,Acaena anserinifolia,New Zealand,
,Acaena antarctica,Argentina,
,Acaena antarctica,Chile,
,Acaena dumicola,New Zealand,shrubland
,Acaena echinata,Australia,
,Acaena emittens,New Zealand,forest; shrubland
liliwai,Acaena exigua,United States,mountains; water
,Acaena inermis,New Zealand,mountains
,Acaena juvenca,New Zealand,forest; shrubland
,Acaena lucida,Argentina,
,Acaena lucida,Chile,
,Acaena magellanica,Argentina,
,Acaena magellanica,Chile,
,Acaena microphylla,New Zealand,
,Acaena minor,New Zealand,
biddy-biddy,Acaena novae-zelandiae,Australia,
biddy-biddy,Acaena novae-zelandiae,New Zealand,
Argentinian biddy-biddy,Acaena pinnatifida,Argentina,
Argentinian biddy-biddy,Acaena pinnatifida,Chile,
Argentinian biddy-biddy,Acaena pinnatifida,United States,
,Acaena rorida,New Zealand,
,Acaena tenera,Argentina,
,Acaena tenera,Chile,
,Acaena tenera,Falkland Islands,
,Acaena tesca,New Zealand,grasslands; mountains
Asian copperleaf,Acalypha australis,Philippines,
California copperleaf,Acalypha californica,Mexico,shrubland
California copperleaf,Acalypha californica,United States,shrubland
,Acalypha chamaedrifolia,United States,
,Acalypha dikuluwensis,Democratic Republic of the Congo,grasslands
,Acalypha eremorum,Australia,forest; shrubland
slender threeseed mercury,Acalypha gracilens,United States,
,Acalypha hontauyuensis,Taiwan,
,Acalypha integrifolia,Madagascar,
,Acalypha lepinei,French Polynesia,
,Acalypha lyonsii,Australia,
slender threeseed mercury,Acalypha monococca,United States,grasslands; water; forest
,Acalypha nemorum,Australia,forest
pineland threeseed mercury,Acalypha ostryifolia,Mexico,
pineland threeseed mercury,Acalypha ostryifolia,United States,
,Acalypha padifolia,Bolivia,mountains; forest
,Acalypha padifolia,Colombia,mountains; forest
,Acalypha padifolia,Peru,mountains; forest
,Acalypha raivavensis,French Polynesia,forest
common threeseed mercury,Acalypha rhomboidea,United States,
Stringwood,Acalypha rubrinervis,"Saint Helena, Ascension and Tristan da Cunha",
,Acalypha suirenbiensis,Taiwan,
Virginia threeseed mercury,Acalypha virginica,United States,water; forest
,Acalypha wilderi,Cook Islands,forest
rayless goldenhead,Acamptopappus sphaerocephalus,United States,desert; forest; shrubland
,Acanthocalycium klinglerianum,Bolivia,
,Acanthocalycium leucanthum,Argentina,
,Acanthocalycium spiniflorum,Argentina,
,Acanthocalycium thionanthum subsp. ferrarii,Argentina,
,Acanthocarpus canaliculatus,Australia,water
,Acanthocarpus preissii,Australia,coastal
triangle cactus,Acanthocereus tetragonus,United States,
,Acanthodesmos distichus,Jamaica,
,Acantholimon acanthobryum,Afghanistan,
,Acantholimon agropyroideum,Lebanon,
,Acantholimon agropyroideum,Syria,
,Acantholimon ahangarense,Afghanistan,
,Acantholimon alaicum,Kyrgyzstan,
,Acantholimon alatavicum,China,
,Acantholimon alatavicum,Kazakhstan,
,Acantholimon alatavicum,Kyrgyzstan,
,Acantholimon alavae,Iran,
,Acantholimon albanicum,Albania,
,Acantholimon alberti,Kazakhstan,mountains
,Acantholimon alberti,Kyrgyzstan,mountains
,Acantholimon alberti,Tajikistan,mountains
,Acantholimon albocalycinum,Iran,
,Acantholimon amoenum,Afghanistan,
,Acantholimon anisophyllum,Afghanistan,
,Acantholimon antilibanoticum,Lebanon,mountains
,Acantholimon antilibanoticum,Syria,mountains
,Acantholimon argyrostachyum,Afghanistan,
,Acantholimon austroiranicum,Iran,
,Acantholimon brecklei,Afghanistan,
,Acantholimon catenatum,Afghanistan,
,Acantholimon chitralicum,Afghanistan,
,Acantholimon chlorostegium,Afghanistan,
,Acantholimon chrysostegium,Afghanistan,
,Acantholimon collare,Iran,
,Acantholimon cupreo-olivascens,Iran,
,Acantholimon distichum,Afghanistan,
,Acantholimon edmondsonii,Iran,
,Acantholimon esfandiarii,Iran,
,Acantholimon libanoticum,Lebanon,
,Acantholimon libanoticum,Syria,
,Acantholimon riyatguelii,Iran,
,Acantholimon ulicinum,Lebanon,
,Acantholimon vacillans,Afghanistan,
,Acantholimon vvedenskyi,Uzbekistan,mountains
,Acantholimon wendelboi,Iran,
,Acantholimon zaprjagaevii,Afghanistan,
,Acantholimon zaprjagaevii,Tajikistan,
San Mateo thorn-mint,Acanthomintha duttonii,United States,mountains
San Diego thorn-mint,Acanthomintha ilicifolia,Mexico,coastal; shrubland
San Diego thorn-mint,Acanthomintha ilicifolia,United States,coastal; shrubland
Santa Clara thorn-mint,Acanthomintha lanceolata,United States,mountains; coastal
San Benito thorn-mint,Acanthomintha obovata,United States,mountains; forest; coastal; shrubland
Acanthophippium bicolor,Acanthephippium bicolor,India,
Acanthophippium bicolor,Acanthephippium bicolor,Sri Lanka,
Acanthophippium javanicum,Acanthephippium javanicum,Indonesia,
Acanthophippium javanicum,Acanthephippium javanicum,Malaysia,
Mantin's Acanthephippium,Acanthephippium mantinianum,Philippines,
Acanthophippium sinense,Acanthephippium sinense,China,
,Acanthephippium splendidum,Fiji,
,Acanthephippium splendidum,France,
,Acanthephippium splendidum,New Caledonia,
,Acanthephippium splendidum,Samoa,
,Acanthephippium splendidum,Tonga,
,Acanthephippium splendidum,Vanuatu,
Barbel palm,Acanthophoenix rubra,Mauritius,
,Acanthophyllum takhtajanii,Armenia,grasslands; mountains
Paraguayan starbur,Acanthospermum australe,Brazil,
Paraguayan starbur,Acanthospermum australe,Paraguay,
,Acanthostachys calcicola,Brazil,
,Acanthostachys strobilacea,Brazil,
,Acanthosyris asipapote,Bolivia,
,Acanthus arboreus,Ethiopia,water
,Acanthus austromontanus,Tanzania,
,Acanthus dioscoridis,Armenia,water
,Acanthus dioscoridis,Azerbaijan,water
,Acanthus dioscoridis,Georgia (country),water
,Acanthus dioscoridis,Iran,water
,Acanthus dioscoridis,Iraq,water
acanthus,Acanthus ebracteatus,Australia,coastal
,Acanthus eminens,Ethiopia,
,Acanthus eminens,Kenya,
,Acanthus eminens,Sudan,
,Acanthus eminens,Uganda,
,Acanthus gaed,Somalia,
,Acanthus guineensis,Guinea,
,Acanthus guineensis,Ivory Coast,
,Acanthus guineensis,Liberia,
,Acanthus guineensis,Sierra Leone,
,Acanthus hungaricus,Albania,
,Acanthus hungaricus,Bulgaria,
,Acanthus hungaricus,Greece,
,Acanthus hungaricus,Romania,
Holy Mangrove,Acanthus ilicifolius,China,coastal
,Acanthus kulalensis,Kenya,
,Acanthus mayaccanus,Republic of the Congo,
bear's breech,Acanthus mollis,Malta,
,Acanthus montanus,Angola,mountains; water
,Acanthus montanus,Benin,mountains; water
,Acanthus montanus,Chad,mountains; water
,Acanthus montanus,Nigeria,mountains; water
,Acanthus montanus,Sierra Leone,mountains; water
,Acanthus montanus,Zambia,mountains; water
spine acanthus,Acanthus spinosus,Malta,
,Acca lanuginosa,Peru,
,Accara elegans,Brazil,
,Acer acuminatum,China,mountains
,Acer albopurpurascens,Taiwan,
,Acer amplum,China,
,Acer amplum,Vietnam,
Deep-veined Maple,Acer argutum,Japan,
Bearded maple,Acer barbinerve,China,
Bearded maple,Acer barbinerve,Russia,
,Acer binzayedii,Mexico,
,Acer brevipes,Vietnam,
trident maple,Acer buergerianum,China,
trident maple,Acer buergerianum,Japan,
,Acer caesium,China,
Maple,Acer calcaratum,China,
Maple,Acer calcaratum,Myanmar,
Maple,Acer calcaratum,Thailand,
Maple,Acer calcaratum,Vietnam,
Campbell's Maple,Acer campbellii,China,forest
Campbell's Maple,Acer campbellii,Laos,forest
Campbell's Maple,Acer campbellii,Myanmar,forest
Campbell's Maple,Acer campbellii,Nepal,forest
Campbell's Maple,Acer campbellii,Vietnam,forest
Hornbeam Maple,Acer carpinifolium,Japan,mountains; water; forest
,Acer caudatifolium,Taiwan,
Tail-leaf Maple,Acer caudatum,Myanmar,mountains
,Acer cinerascentiforme,Lebanon,
,Acer cinerascentiforme,Syria,
vine maple,Acer circinatum,United States,forest; coastal
Vine-leaved Maple,Acer cissifolium,Japan,
Maple,Acer confertifolium,China,
,Acer cordatum,China,
,Acer coriaceifolium,China,
,Acer crassum,China,
Père David's maple,Acer davidii,China,
Horned maple,Acer diabolicum,Japan,
Lime-leaved Maple,Acer distylum,Japan,
,Acer duplicatoserratum,China,forest
,Acer duplicatoserratum,Taiwan,forest
,Acer elegantulum,China,
,Acer erianthum,China,
Faber's maple,Acer fabri,China,
Faber's maple,Acer fabri,Vietnam,
,Acer fenzelianum,China,
,Acer fenzelianum,Vietnam,
,Acer gracilifolium,China,
,Acer gracilifolium,Vietnam,
Maple,Acer granatense,Morocco,mountains
Maple,Acer granatense,Spain,mountains
paperbark maple,Acer griseum,China,
,Acer henryi,China,
Smoothbark Maple,Acer laevigatum,China,
Smoothbark Maple,Acer laevigatum,Myanmar,
Smoothbark Maple,Acer laevigatum,Vietnam,
,Acer laurinum,China,
,Acer leipoense,China,
,Acer leptophyllum,China,
Chalk Maple,Acer leucoderme,United States,water; coastal
,Acer longipes,China,
,Acer lucidum,China,
,Acer maximowiczii,China,
,Acer miaoshanicum,China,
,Acer miaotaiense,China,forest
,Acer micranthum,Japan,
,Acer morifolium,Japan,forest
,Acer morrisonense,Taiwan,forest
Manitoba Maple,Acer negundo,United States,
,Acer oligocarpum,China,
Oliver's maple,Acer oliverianum,China,
Japanese maple,Acer palmatum,China,
Japanese maple,Acer palmatum,Japan,
Japanese maple,Acer palmatum,Taiwan,
,Acer pauciflorum,China,
,Acer paxii,China,
Wongka Maple,Acer pectinatum,China,mountains
Wongka Maple,Acer pectinatum,Myanmar,mountains
Striped Maple,Acer pensylvanicum,United States,
,Acer pentaphyllum,China,
,Acer pilosum,China,
,Acer poliophyllum,China,
,Acer pubinerve,China,
Hananoki Maple,Acer pycnanthum,Japan,mountains; water
,Acer robustum,China,
Red Maple,Acer rubrum,United States,water; forest
Grey-budded snake-bark-maple,Acer rufinerve,Japan,mountains; forest
silver maple,Acer saccharinum,United States,water
sugar maple,Acer saccharum,United States,forest
,Acer shenkanense,China,
,Acer shihweii,China,
,Acer sikkimense,China,mountains
,Acer sikkimense,Myanmar,mountains
,Acer sikkimense,Vietnam,mountains
,Acer sinense,China,forest
Maple,Acer sino-oblongum,China,forest; coastal
Maple,Acer sinopurpurascens,China,
,Acer skutchii,El Salvador,forest
,Acer skutchii,Guatemala,forest
,Acer skutchii,Honduras,forest
,Acer skutchii,Mexico,forest
,Acer skutchii,Nicaragua,forest
Birch-leafed Maple,Acer stachyophyllum,China,
Birch-leafed Maple,Acer stachyophyllum,Myanmar,
,Acer sterculiaceum,Bhutan,
,Acer sterculiaceum,China,
,Acer sutchuenense,China,
Maple,Acer sycopseoides,China,
,Acer tataricum subsp. ginnala,China,water
,Acer tataricum subsp. ginnala,Mongolia,water
Manchurian Striped Maple,Acer tegmentosum,China,water
Maple,Acer tenellum,China,
,Acer tibetense,China,
,Acer tonkinense,China,
,Acer tonkinense,Myanmar,
,Acer tonkinense,Thailand,
,Acer tonkinense,Vietnam,
Chosen Maple,Acer triflorum,China,
Shandong Maple,Acer truncatum,China,
,Acer tutcheri,China,
,Acer tutcheri,Taiwan,
Velvet Maple,Acer velutinum,Azerbaijan,forest
Velvet Maple,Acer velutinum,Georgia (country),forest
Velvet Maple,Acer velutinum,Iran,forest
,Acer wangchii,China,
,Acer wardii,China,
,Acer wardii,India,
,Acer wardii,Myanmar,
,Acer wilsonii,China,forest
,Acer yangbiense,China,
,Acer yinkunii,China,
,Acer yui,China,
,Aceratium ferrugineum,Australia,mountains; forest
bolly carabeen,Aceratium megalospermum,Australia,
,Acharagma aguirreanum,Mexico,desert
,Acharagma galeanense,Mexico,
,Acharagma roseanum,Mexico,mountains; shrubland
,Acharia tragodes,South Africa,
yarrow,Achillea ageratifolia,Bulgaria,
yarrow,Achillea ageratifolia,Greece,
Chinese yarrow,Achillea alpina,Canada,mountains
Chinese yarrow,Achillea alpina,United States,mountains
,Achillea collina,Malta,
,Achillea cretica,Cyprus,
,Achillea cretica,Greece,
Yarrow,Achillea millefolium,United States,
,Achillea pratensis,Austria,
,Achillea pratensis,Italy,
,Achimenes grandiflora,Guatemala,mountains
,Achimenes grandiflora,Honduras,mountains
,Achimenes grandiflora,Mexico,mountains
,Achimenes grandiflora,Nicaragua,mountains
sweet after death,Achlys triphylla,Canada,mountains
sweet after death,Achlys triphylla,United States,mountains
,Achnatherum pekinense,China,
,Achnatherum pekinense,Japan,
Richardson's needlegrass,Achnatherum richardsonii,Canada,grasslands; mountains; forest
Richardson's needlegrass,Achnatherum richardsonii,United States,grasslands; mountains; forest
sleepygrass,Achnatherum robustum,Canada,
sleepygrass,Achnatherum robustum,United States,
Roshevich's Achnatherum,Achnatherum roshevitzii,Azerbaijan,grasslands; mountains
,Achudemia myriantha,India,
devil's horsewhip,Achyranthes aspera,Nepal,
,Achyranthes aspera var. sicula,Malta,
Hawai'i chaff flower,Achyranthes atollensis,United States,shrubland
,Achyranthes divaricata,United States,
,Achyranthes humilis,United States,
blunt chaff flower,Achyranthes mutica,United States,forest; shrubland
Maui chaff flower,Achyranthes splendens,United States,forest; shrubland
,Achyrocline saturejoides,Argentina,
,Achyrocline saturejoides,Bolivia,
,Achyrocline saturejoides,Brazil,
,Achyrocline saturejoides,Paraguay,
,Achyrocline saturejoides,Uruguay,
,Achyropappus anthemoides,Mexico,
,Achyropappus queretarensis,Mexico,
,Acianthera aberrans,Costa Rica,
,Acianthera aberrans,Panama,
,Acianthera adamantinensis,Brazil,
,Acianthera agathophylla,Bolivia,
,Acianthera agathophylla,Brazil,
,Acianthera agathophylla,Peru,
,Acianthera alainii,Dominican Republic,
,Acianthera albopurpurea,Brazil,
,Acianthera amaralii,Brazil,
,Acianthera angustifolia,Belize,
,Acianthera angustifolia,Guatemala,
,Acianthera angustifolia,Honduras,
,Acianthera angustifolia,Mexico,
,Acianthera angustifolia,Nicaragua,
,Acianthera angustisepala,Belize,
,Acianthera angustisepala,Guatemala,
,Acianthera angustisepala,Mexico,
hand bonnet orchid,Pleurothallis appendiculata,Dominican Republic,
hand bonnet orchid,Pleurothallis appendiculata,Haiti,
hand bonnet orchid,Pleurothallis appendiculata,United States,
,Acianthera atroglossa,Brazil,
,Acianthera auriculata,Brazil,
,Pleurothallis bahorucensis,Dominican Republic,
,Acianthera bibarbellata,Brazil,
,Acianthera bidentata,Brazil,
,Acianthera binotii,Brazil,
,Acianthera bissei,Cuba,
,Acianthera boliviana,Bolivia,
,Acianthera brachiloba,Brazil,
,Acianthera bragae,Brazil,mountains; forest
,Acianthera breviflora,Mexico,
,Pleurothallis brunnescens,Costa Rica,
,Acianthera butcheri,Panama,
,Acianthera cachensis,Costa Rica,
,Acianthera caldensis,Brazil,
,Acianthera capanemae,Brazil,
,Acianthera caparaoensis,Brazil,
,Acianthera capillaris,Bolivia,
,Acianthera capillaris,Brazil,
,Acianthera capillaris,Colombia,
,Acianthera capillaris,Paraguay,
,Acianthera cerberus,Bolivia,
,Acianthera chamelopoda,Colombia,
,Acianthera chionopa,Colombia,
,Acianthera chrysantha,Mexico,
,Acianthera circumplexa,Mexico,
,Acianthera decipiens,Costa Rica,
,Pleurothallis denticulata,Cuba,
,Acianthera fumioi,Peru,
,Acianthera gracilis,Brazil,
,Acianthera gracilisepala,Brazil,
,Acianthera hondurensis,Belize,water; forest
,Acianthera hondurensis,Honduras,water; forest
,Acianthera hondurensis,Mexico,water; forest
,Acianthera hygrophila,Brazil,
,Acianthera johnsonii,Belize,
,Acianthera johnsonii,Guatemala,
,Acianthera juxtaposita,Panama,
,Acianthera limae,Brazil,
,Acianthera myrticola,Brazil,
,Acianthera ochreata,Brazil,
,Acianthera octophrys,Brazil,
,Acianthera odontotepala,Cuba,
,Acianthera per-dusenii,Panama,
,Acianthera pernambucensis,Brazil,
,Acianthera prolifera,Brazil,forest
,Pleurothallis quisqueyana,Dominican Republic,
,Acianthera subrotundifolia,Brazil,
,Acianthera sulcata,Brazil,
,Acianthera sulphurea,Brazil,
,Acianthera toachica,Peru,
,Acianthera tokachii,Peru,
,Acianthera tristis,Brazil,
,Acianthera verecunda,Costa Rica,
,Acianthera verecunda,Guatemala,
,Acianthera verecunda,Nicaragua,
,Acianthera verecunda,Panama,
,Acianthera violaceomaculata,Brazil,
,Acianthera wageneriana,Bolivia,
,Acianthera wageneriana,Brazil,
,Acianthera wageneriana,Colombia,
,Acianthera wageneriana,Peru,
,Acianthera wyvern,Colombia,
,Acianthus apprimus,Australia,
,Acianthus borealis,Australia,
Mayfly orchid,Acianthus caudatus,Australia,
,Acianthus collinus,Australia,forest
,Acianthus cuneatus,Australia,forest
,Acianthus exiguus,Australia,forest
,Acianthus exsertus,Australia,forest
Pixie caps,Acianthus fornicatus,Australia,coastal
,Acianthus ledwardii,Australia,
,Acianthus pusillus,Australia,
,Acianthus saxatilis,Australia,
Pixie cap,Acianthus sinclairii,New Zealand,
,Acidocroton gentryi,Colombia,
,Acidocroton verrucosus,Jamaica,
,Acidonia microcarpa,Australia,
,Acidosasa chienouensis,China,
,Acineta barkeri,Guatemala,
,Acineta barkeri,Mexico,
,Acineta chrysantha,Costa Rica,forest
,Acineta chrysantha,El Salvador,forest
,Acineta chrysantha,Guatemala,forest
,Acineta chrysantha,Panama,forest
,Acineta superba,Colombia,
,Acineta superba,Peru,
,Acioa edulis,Brazil,forest
,Acioa longipendula,Brazil,forest
,Aciotis olivieriana,Brazil,water; forest
,Aciotis olivieriana,Colombia,water; forest
,Aciotis olivieriana,Peru,water; forest
,Aciotis paludosa,Brazil,
,Aciotis paludosa,Colombia,
,Aciotis paludosa,Peru,
,Aciotis rubricaulis,Brazil,forest
,Aciotis rubricaulis,France,forest
,Aciotis rubricaulis,Suriname,forest
,Aciphylla anomala,New Zealand,
golden speargrass,Aciphylla aurea,New Zealand,mountains
,Aciphylla colensoi,New Zealand,
,Aciphylla congesta,New Zealand,
,Aciphylla glacialis,Australia,mountains
,Acis fabrei,France,water
,Acis ionica,Albania,
,Acis ionica,Greece,
,Acis nicaeensis,France,
,Acis tingitana,Morocco,
,Acis trichophylla,Morocco,
,Acis trichophylla,Portugal,
,Acis trichophylla,Spain,
,Acis valentina,Spain,
rose alder,Ackama australiensis,Australia,
,Ackama paniculosa,Australia,water; forest
,Acleisanthes parvifolia,Mexico,mountains
,Acleisanthes parvifolia,United States,mountains
,Acmella oleracea,Brazil,
hairy spotflower,Acmella pilosa,Mexico,
,Acmella repens,Mexico,coastal
,Acmella repens,United States,coastal
,Acmispon americanus,Canada,
,Acmispon americanus,Mexico,
,Acmispon americanus,United States,
,Acmispon argophyllus,Mexico,forest; coastal; shrubland
,Acmispon argophyllus,United States,forest; coastal; shrubland
,Acmispon argyraeus,Mexico,mountains
,Acmispon argyraeus,United States,mountains
,Acmispon brachycarpus,United States,
,Acmispon cytisoides,United States,mountains; coastal
,Acmispon decumbens,Mexico,grasslands; mountains; forest
